"";"classe 1";"classe 2";"classe 3"
"emancipação";-0,609;6,48;-3,601
"editorial";-4,238;-4,684;20,079
"distribuir";-4,238;-0,486;8,488
"disputa";-4,769;10,479;-1,343
"disponibilização";-4,769;-2,574;16,115
"dh";-3,177;0,444;1,358
"deus";-3,707;11,999;-2,8
"destacado";17,062;-5,271;-3,601
"depender";-2,197;3,437;-0,176
"deparar";11,758;-2,574;-3,601
"democratização";1,754;-0,833;-0,176
"delimitar";-4,769;6,48;-0,176
"decorrer";-2,197;0,221;1,12
"david";-3,707;1,236;0,706
"código";-4,238;5,003;-0,049
"curto";-0,609;3,437;-1,343
"contido";-4,769;-0,049;6,433
"confiável";-3,707;0,107;2,815
"conceber";-4,769;6,48;-0,176
"comunicar";-0,609;1,351;-0,176
"compilação";11,758;-2,574;-3,601
"comparativo";-0,609;-0,049;1,12
"colonial";-4,238;2,259;0,316
"clínica";-1,728;-4,684;13,669
"cinematográfico";-4,769;1,351;1,12
"ciclo";-4,238;2,259;0,316
"cena";-4,769;6,48;-0,176
"categorização";-4,769;-0,833;10,728
"carga";-3,707;0,107;2,815
"atração";17,062;-5,271;-3,601
"aproximação";-4,769;1,351;1,12
"andamento";-4,769;0,221;3,23
"alimentar";-1,728;8,822;-3,2
"administrativo";1,754;0,221;-3,601
"acabar";-4,769;15,435;-3,601
"ódio";-4,238;8,822;-1,01
"vulnerabilidade";-4,238;13,717;-3,2
"vocabulário";-1,728;-0,486;4,536
"visibilidade";-4,238;13,717;-3,2
"videográfica";-3,177;0,444;1,358
"verso";-4,238;0,592;1,812
"verificação";-3,707;-0,208;6,328
"variação";-0,325;0,001;0,316
"união";-4,238;8,822;-1,01
"torre";-4,238;0,592;1,812
"terminologia";-4,238;-2,047;13,669
"sólido";-0,325;0,592;-0,049
"sítio";-4,238;-0,486;8,488
"subsidiar";0,03;-0,486;0,316
"subjetivo";-4,238;5,003;-0,049
"subjetividade";-0,112;1,236;-0,698
"sonoro";-3,707;0,107;2,815
"simples";-3,177;2,29;0,068
"sexual";0,03;0,592;-1,01
"semiestruturadas";0,03;-4,684;4,536
"secundário";-4,238;-0,486;8,488
"sanitário";2,761;-0,486;-1,01
"rotina";0,842;0,592;-3,2
"república";-4,238;13,717;-3,2
"reproduzido";15,163;-4,684;-3,2
"renda";1,577;0,107;-2,8
"religião";-4,238;13,717;-3,2
"relatório";-1,728;-0,486;4,536
"relacionamento";-1,277;7,182;-2,8
"recorrer";-3,707;0,107;2,815
"recentemente";-1,728;2,259;-0,049
"reafirmar";-1,728;0,001;1,812
"quadrado";-0,325;-0,486;1,812
"pôr";-1,728;8,822;-3,2
"proveitoso";15,163;-4,684;-3,2
"prosperidade";15,163;-4,684;-3,2
"pronto";15,163;-4,684;-3,2
"profissão";-4,238;13,717;-3,2
"preliminar";-0,325;-0,486;1,812
"prejuízo";0,03;0,001;-0,049
"portar";-3,707;1,236;0,706
"permanente";-1,728;-2,047;8,488
"perder";-0,325;-2,047;4,536
"pena";-0,853;0,444;0,068
"passagem";-4,238;5,003;-0,049
"palma";15,163;-4,684;-3,2
"original";-4,238;2,259;0,316
"onda";-4,238;8,822;-1,01
"olinda";-3,177;-1,055;8,85
"ocupação";0,842;0,001;-1,01
"ocorrido";-0,325;0,592;-0,049
"ocasionar";5,788;-0,486;-3,2
"ocasionado";9,922;-2,047;-3,2
"nexo";15,163;-4,684;-3,2
"multimodais";0,212;0,107;-0,698
"multidisciplinar";-1,728;-4,684;13,669
"moscovici";-4,238;-4,684;20,079
"modificar";-4,238;2,259;0,316
"missão";-0,112;0,107;0
"mestrado";-4,238;-2,047;13,669
"materialidade";-4,238;-0,486;8,488
"manifestar";-4,238;13,717;-3,2
"limitação";-0,325;2,259;-1,01
"ligar";-3,707;1,236;0,706
"legião";-4,238;-4,684;20,079
"judicial";-4,238;8,822;-1,01
"inédito";-4,238;-2,047;13,669
"interseção";-1,728;-0,486;4,536
"interno";-1,728;0,592;0,316
"inicialmente";-1,728;0,592;0,316
"infográficos";-3,707;3,594;0
"imprensa";-1,728;2,259;-0,049
"hegemônico";0,842;0,592;-3,2
"guiar";-4,238;-0,486;8,488
"globalização";0,631;-0,033;-0,415
"genero";-0,325;5,003;-3,2
"francês";-4,238;13,717;-3,2
"foto";-3,707;7,182;-0,698
"fisioterapia";-1,728;0,592;0,316
"finalizar";-1,728;5,003;-1,01
"falecido";-0,112;3,594;-2,8
"facilidade";0,842;0,592;-3,2
"externa";0,842;0,001;-1,01
"expressivo";-0,325;0,592;-0,049
"expectativa";2,761;0,001;-3,2
"exercer";-1,728;8,822;-3,2
"envolvimento";0,03;-2,047;1,812
"entregador";-0,853;-3,512;8,85
"educamos";15,163;-4,684;-3,2
"ditadura";-4,238;13,717;-3,2
"dirigir";-1,728;2,259;-0,049
"digital_humanities";-3,707;-1,538;11,244
"dialógico";0,065;0,021;-0,179
"diabetes";15,163;-4,684;-3,2
"desvalorização";15,163;-4,684;-3,2
"descritor";-3,707;-0,208;6,328
"descoberta";-1,277;-0,208;2,815
"defesa";-1,728;8,822;-3,2
"decorrência";0,03;0,592;-1,01
"culminar";-4,238;5,003;-0,049
"criador";-3,707;11,999;-2,8
"crescer";-2,647;3,998;-0,179
"correlacionar";-4,238;8,822;-1,01
"consulta";-3,707;-1,538;11,244
"condizente";15,163;-4,684;-3,2
"concentrar";-4,238;8,822;-1,01
"comunicativo";2,761;-0,486;-1,01
"compreensivo";15,163;-4,684;-3,2
"composição";-4,238;2,259;0,316
"comportamental";-0,325;5,003;-3,2
"competição";-0,853;2,29;-0,415
"comercial";0,03;2,259;-3,2
"comentário";-3,707;0,107;2,815
"combate";-4,238;13,717;-3,2
"clínico";-0,325;-4,684;8,488
"circular";-0,325;-0,486;1,812
"cidoc";-3,177;-3,512;15,052
"caro";15,163;-4,684;-3,2
"carlos";-3,707;7,182;-0,698
"caracterizado";-1,728;-2,047;8,488
"capital";-4,238;5,003;-0,049
"capacitamos";15,163;-4,684;-3,2
"brilhante";15,163;-4,684;-3,2
"branquitude";-4,238;13,717;-3,2
"big";-1,728;-0,486;4,536
"atrair";-0,325;-2,047;4,536
"arcabouço";-4,238;-2,047;13,669
"aprimorar";9,922;-2,047;-3,2
"aplicabilidade";-4,238;8,822;-1,01
"antônio";-0,853;-0,033;1,358
"ameaça";-0,325;5,003;-3,2
"alvo";-1,728;0,592;0,316
"alteração";-1,728;2,259;-0,049
"alimentação";0,03;2,259;-3,2
"algoritmo";-0,112;3,594;-2,8
"agropecuário";9,47;-2,926;-1,999
"afirmação";0,842;0,592;-3,2
"adquirir";-0,325;0,001;0,316
"acumulação";-3,707;11,999;-2,8
"aceitação";0,03;0,001;-0,049
"índice";-0,112;0,107;0
"étnico";-3,707;3,594;0
"áfrica";-3,177;5,569;-0,415
"vontade";-2,647;8,567;-1,999
"volta";-0,112;1,236;-0,698
"vigilância";-3,177;5,569;-0,415
"viagem";-3,177;2,29;0,068
"twitter";-3,177;2,29;0,068
"turístico";-2,647;3,998;-0,179
"trans";-3,707;7,182;-0,698
"teste";-0,112;-1,538;2,815
"telemedicina";13,264;-4,098;-2,8
"tecido";-1,277;0,107;0,706
"tecer";-1,277;7,182;-2,8
"suposição";-2,647;0,021;2,431
"superman";-2,647;8,567;-1,999
"sucessório";-0,853;2,29;-0,415
"sucessão";-1,277;7,182;-2,8
"sistematizar";-1,277;-0,208;2,815
"sinalizar";-1,277;7,182;-2,8
"sexo";-3,707;11,999;-2,8
"sexismo";-3,177;2,29;0,068
"sessão";-3,707;-1,538;11,244
"sensível";-1,277;3,594;-0,698
"semântica";-3,707;-4,098;17,564
"seminário";-3,177;-0,033;4,285
"saudável";8,103;-1,538;-2,8
"ruptura";-1,277;7,182;-2,8
"rico";-3,707;7,182;-0,698
"retomar";-0,112;1,236;-0,698
"respectivo";-3,707;7,182;-0,698
"requisito";0,212;-0,208;0
"representatividade";-1,277;3,594;-0,698
"repertório";-1,277;1,236;0
"reconhecido";0,212;1,236;-2,8
"proposição";-3,707;1,236;0,706
"privacidade";0,212;1,236;-2,8
"priorizar";-1,277;-1,538;6,328
"predominância";-3,707;3,594;0
"preconceito";-3,177;10,283;-2,399
"praticamente";-3,707;-0,208;6,328
"porque";0,212;0,107;-0,698
"poderoso";-3,707;11,999;-2,8
"pluralidade";-0,004;2,29;-2,399
"pierre";-3,707;7,182;-0,698
"pertencer";-1,277;0,107;0,706
"perpassar";-0,112;1,236;-0,698
"permanecer";-1,277;1,236;0
"paulista";-3,707;-0,208;6,328
"originário";-0,853;5,569;-2,399
"organizado";-3,707;-0,208;6,328
"oliveira";-3,707;-0,208;6,328
"oeste";-1,277;1,236;0
"objetivamente";-0,112;1,236;-0,698
"nunca";-0,112;3,594;-2,8
"neoliberal";-3,707;3,594;0
"mínimo";-3,707;3,594;0
"moldagem";-0,471;0,021;0,323
"mensagem";-3,177;10,283;-2,399
"medicina";-3,177;-1,055;8,85
"manipulação";-1,277;7,182;-2,8
"listar";-3,707;-0,208;6,328
"limitado";1,577;-0,208;-0,698
"lançamento";-3,707;-0,208;6,328
"kahlo";-3,707;7,182;-0,698
"isentar";4,208;-0,208;-2,8
"intrínseco";-0,112;0,107;0
"interdisciplinaridade";-0,853;-1,055;4,285
"intercultural";-3,177;-0,033;4,285
"integrativo";-3,707;-4,098;17,564
"informativo";-1,277;-0,208;2,815
"informal";1,577;0,107;-2,8
"impressão";-3,177;5,569;-0,415
"implantação";0,212;-0,208;0
"imaginário";-3,707;11,999;-2,8
"ilustrar";-3,707;0,107;2,815
"iii";-3,707;11,999;-2,8
"igualdade";-3,707;11,999;-2,8
"ideológico";-1,277;3,594;-0,698
"hábito";-0,112;3,594;-2,8
"http";-2,117;-2,34;10,029
"historicamente";0,212;1,236;-2,8
"grau";-0,004;2,29;-2,399
"golpe";-3,707;7,182;-0,698
"funcionário";-1,277;3,594;-0,698
"funcionalidade";-1,277;-0,208;2,815
"frida";-3,707;7,182;-0,698
"frequentemente";-0,112;0,107;0
"favor";-1,277;7,182;-2,8
"faixa";-1,277;-0,208;2,815
"fachada";-2,647;-2,926;12,54
"extremamente";-1,277;1,236;0
"expandir";-0,112;1,236;-0,698
"existencial";-0,004;0,444;-0,415
"executivo";-1,277;3,594;-0,698
"etário";-1,277;-0,208;2,815
"estruturação";-0,853;0,444;0,068
"estação";-0,004;-3,512;4,285
"estatística";-3,707;-4,098;17,564
"estadunidense";-3,707;1,236;0,706
"esporte";-1,277;3,594;-0,698
"espacial";-2,647;3,998;-0,179
"escasso";-0,853;-0,033;1,358
"enfocar";-1,277;-4,098;11,244
"enfermeiro";8,103;-4,098;-0,698
"empregado";-3,707;-0,208;6,328
"embasamento";-3,707;-1,538;11,244
"droga";1,429;0,021;-1,999
"doutrina";-3,707;-0,208;6,328
"dor";1,577;0,107;-2,8
"dominação";-3,177;10,283;-2,399
"documentar";-0,853;-3,512;8,85
"disposição";0,212;1,236;-2,8
"dialético";-2,647;0,021;2,431
"desencadear";4,208;-1,538;-0,698
"desejar";1,577;-1,538;0
"descrito";-0,112;0,107;0
"deleuze";-3,177;10,283;-2,399
"câmara";-3,177;-3,512;15,052
"criptomoedas";-0,004;-0,033;0,068
"convivência";4,208;-1,538;-0,698
"convencional";-0,112;0,107;0
"contradição";-3,707;7,182;-0,698
"contabilidade";8,103;-4,098;-0,698
"conselho";-0,112;1,236;-0,698
"condução";-0,004;-1,055;1,358
"concretizar";-1,277;0,107;0,706
"compra";-2,647;8,567;-1,999
"colonialismo";-3,707;11,999;-2,8
"citar";-0,853;0,444;0,068
"certo";-0,004;2,29;-2,399
"campino";-0,853;-1,055;4,285
"campeonato";1,429;-0,613;-0,179
"br";-2,117;-2,34;10,029
"bolsa";-3,707;-4,098;17,564
"blog";-3,177;0,444;1,358
"bastante";-1,277;0,107;0,706
"assédio";-2,647;8,567;-1,999
"arquivamento";-3,707;-4,098;17,564
"arquitetura";-2,647;1,149;0,323
"apropriar";-1,277;3,594;-0,698
"aparecer";-3,707;3,594;0
"ancorar";-1,277;-4,098;11,244
"alterar";-1,277;3,594;-0,698
"alcançado";4,208;-1,538;-0,698
"acumular";1,577;-1,538;0
"acontecimento";-3,177;10,283;-2,399
"acelerado";-0,112;3,594;-2,8
"absoluto";1,577;-1,538;0
"abarcar";-1,277;1,236;0
"aa";-1,277;-1,538;6,328
"ótica";-3,177;2,29;0,068
"youtube";2,734;-1,055;-0,415
"violento";-3,177;5,569;-0,415
"veículo";0,065;-0,613;0,323
"versar";-0,853;0,444;0,068
"vedete";-3,177;0,444;1,358
"variado";-0,853;-3,512;8,85
"validação";-2,647;0,021;2,431
"validar";-0,004;-0,033;0,068
"unir";-0,004;-3,512;4,285
"trova";-1,587;-0,016;2,141
"transmissão";-3,177;10,283;-2,399
"tradução";-3,177;2,29;0,068
"traduzir";0,631;-1,055;0,068
"tradição";-3,177;2,29;0,068
"tirar";-2,117;-0,243;4,24
"televisão";-0,853;2,29;-0,415
"síntese";-0,853;0,444;0,068
"superação";-0,853;0,444;0,068
"som";-3,177;10,283;-2,399
"sociológico";-2,647;-2,926;12,54
"sobrevivência";-0,004;0,444;-0,415
"sistêmico";0,631;0,444;-2,399
"sintetizar";-0,853;-1,055;4,285
"singularidade";-3,177;-0,033;4,285
"singular";-3,177;10,283;-2,399
"sim";-0,004;2,29;-2,399
"silencioso";-3,177;-0,033;4,285
"sensibilidade";-0,853;5,569;-2,399
"senhor";-0,853;-3,512;8,85
"seguidor";-2,647;8,567;-1,999
"segmento";0,631;-0,033;-0,415
"sd";6,312;-3,512;-0,415
"satisfação";0,631;-0,033;-0,415
"sars";-0,004;0,444;-0,415
"rf";-0,853;-3,512;8,85
"retorno";-2,647;8,567;-1,999
"resultante";-0,004;2,29;-2,399
"residir";-3,177;5,569;-0,415
"remoção";-3,177;-0,033;4,285
"relacional";0,421;-2,34;0,905
"regulamentação";-0,004;2,29;-2,399
"regulamentar";6,312;-1,055;-2,399
"regra";-2,647;8,567;-1,999
"redefinição";0,631;-0,033;-0,415
"recomendação";-0,004;0,444;-0,415
"radicular";-2,647;-2,926;12,54
"protagonismo";-0,853;0,444;0,068
"projetar";-3,177;0,444;1,358
"problematizações";6,312;-1,055;-2,399
"preventivo";0,631;-0,033;-0,415
"prestação";6,312;-3,512;-0,415
"pressuposto";-0,853;5,569;-2,399
"premissa";-3,177;0,444;1,358
"prefeitura";-0,471;-2,926;6,503
"posteriormente";-0,853;-0,033;1,358
"poema";-3,177;2,29;0,068
"pernambuco";-3,177;-1,055;8,85
"paul";-3,177;10,283;-2,399
"patrimonial";0,631;-0,033;-0,415
"patologia";-0,853;-1,055;4,285
"parceiro";-3,177;-1,055;8,85
"paixão";-2,647;-0,613;6,503
"ortodontia";1,429;-0,613;-0,179
"oriundo";-0,004;0,444;-0,415
"opressão";-0,853;5,569;-2,399
"ofício";-0,853;0,444;0,068
"obtenção";0,631;-0,033;-0,415
"obstáculo";11,366;-3,512;-2,399
"notar";-0,853;5,569;-2,399
"mês";-0,853;0,444;0,068
"méxico";-3,177;-0,033;4,285
"métrico";-2,647;-2,926;12,54
"modelagem";-0,471;0,021;0,323
"ministrar";6,312;-3,512;-0,415
"minimizar";2,734;-3,512;0,068
"milhão";-0,853;5,569;-2,399
"metadados";-3,177;-1,055;8,85
"mentoria";2,734;-1,055;-0,415
"mentor";0,631;-1,055;0,068
"mencionar";0,631;0,444;-2,399
"medir";-0,004;0,444;-0,415
"medicamento";-0,004;-1,055;1,358
"materializar";-3,177;0,444;1,358
"massivo";-0,853;-0,033;1,358
"massa";-3,177;-0,033;4,285
"map";-3,177;-3,512;15,052
"magalhães";-0,853;-1,055;4,285
"líder";0,631;-0,033;-0,415
"linked";-3,177;-3,512;15,052
"link";-0,853;-1,055;4,285
"ligação";-0,853;-1,055;4,285
"ligado";-0,853;5,569;-2,399
"liderança";-0,004;2,29;-2,399
"legado";-2,117;2,499;-0,024
"jornalismo";0,065;0,021;-0,179
"item";-3,177;-0,033;4,285
"iphan";-3,177;-3,512;15,052
"investigado";-0,004;-1,055;1,358
"intersecção";-0,853;2,29;-0,415
"interior";-0,004;0,444;-0,415
"inter";-3,177;-0,033;4,285
"intensificar";2,891;-0,243;-1,599
"inteligência";-3,177;5,569;-0,415
"instância";-3,177;10,283;-2,399
"iniciação";-3,177;-3,512;15,052
"inerente";-0,853;5,569;-2,399
"indústria";-3,177;5,569;-0,415
"indexação";-3,177;-3,512;15,052
"independente";0,631;0,444;-2,399
"incerteza";-2,647;8,567;-1,999
"incentivar";-0,004;0,444;-0,415
"impor";-3,177;5,569;-0,415
"imergir";-0,004;2,29;-2,399
"imaterial";-3,177;5,569;-0,415
"ilegal";-2,117;6,852;-1,599
"idioma";-0,471;-0,613;2,431
"honra";-2,647;8,567;-1,999
"herdeiro";-2,647;8,567;-1,999
"guardar";-3,177;10,283;-2,399
"grosso";-1,587;-0,016;2,141
"geológico";-3,177;5,569;-0,415
"gasto";-2,647;8,567;-1,999
"fundação";-0,853;-0,033;1,358
"fundamentação";-0,853;2,29;-0,415
"freud";-3,177;2,29;0,068
"frequente";-0,853;-1,055;4,285
"framework";0,631;-1,055;0,068
"fortemente";-0,004;2,29;-2,399
"formativo";0,631;-1,055;0,068
"flusser";-3,177;10,283;-2,399
"fisioterapeuta";0,631;-1,055;0,068
"fiscalização";9,47;-2,926;-1,999
"filosófico";-0,853;2,29;-0,415
"fapesp";-2,647;-2,926;12,54
"extração";-2,647;-2,926;12,54
"experimental";-3,177;-0,033;4,285
"evidente";2,734;-0,033;-2,399
"etnográfico";-3,177;2,29;0,068
"esteroides";2,734;-1,055;-0,415
"estabelecido";-3,177;5,569;-0,415
"espectador";-2,647;8,567;-1,999
"envelhecimento";-0,853;5,569;-2,399
"engendrar";0,631;-0,033;-0,415
"engajar";1,429;0,021;-1,999
"eficiência";-0,853;2,29;-0,415
"editar";-3,177;0,444;1,358
"edital";-3,177;-3,512;15,052
"ecologia";-0,853;5,569;-2,399
"dominar";0,065;0,021;-0,179
"documentário";-3,177;-1,055;8,85
"diversificado";-0,853;-1,055;4,285
"dito";-3,177;5,569;-0,415
"distinguir";-2,647;8,567;-1,999
"discriminação";-3,177;10,283;-2,399
"direção";-0,853;2,29;-0,415
"dignidade";-3,177;10,283;-2,399
"dezembro";-0,004;-0,033;0,068
"desenho";-0,004;-1,055;1,358
"desenhar";-0,853;0,444;0,068
"desdobramento";0,631;0,444;-2,399
"delinear";1,429;-2,926;0,323
"decidir";-0,004;0,444;-0,415
"cênico";-3,177;10,283;-2,399
"cuidadoso";6,312;-3,512;-0,415
"criticamente";-0,853;0,444;0,068
"cov";-0,004;0,444;-0,415
"corporal";-0,853;2,29;-0,415
"cor";-1,587;1,144;0,034
"conversa";-3,177;-1,055;8,85
"consumir";-0,471;3,998;-1,999
"consolidar";-0,004;0,444;-0,415
"conquista";0,421;0,296;-1,599
"congresso";-3,177;-3,512;15,052
"confirmar";-2,647;3,998;-0,179
"concentração";0,065;1,149;-1,999
"comércio";-0,471;0,021;0,323
"composto";-3,177;-0,033;4,285
"comparação";-0,853;5,569;-2,399
"combater";-0,853;2,29;-0,415
"colonialidade";-2,647;1,149;0,323
"coimbra";-0,004;-1,055;1,358
"catálogo";-3,177;-3,512;15,052
"casamento";-2,647;8,567;-1,999
"caricatura";-2,647;1,149;0,323
"biológico";-0,853;0,444;0,068
"averiguar";-3,177;-1,055;8,85
"atriz";-3,177;5,569;-0,415
"ascensão";-3,177;10,283;-2,399
"artefato";-0,004;0,444;-0,415
"armazenar";-3,177;5,569;-0,415
"argumentação";-0,853;-3,512;8,85
"aprofundamento";-0,853;0,444;0,068
"antropologia";-3,177;5,569;-0,415
"antiguidade";-3,177;2,29;0,068
"animação";-0,853;2,29;-0,415
"alinhado";-0,004;0,444;-0,415
"ahp";-2,117;-2,34;10,029
"agregar";2,734;-3,512;0,068
"afetado";-0,853;0,444;0,068
"acompanhamento";11,366;-3,512;-2,399
"abuso";11,366;-3,512;-2,399
"ótimo";-0,002;-1,754;2,141
"órgão";1,429;0,021;-1,999
"zona";-2,647;8,567;-1,999
"workshop";0,065;-0,613;0,323
"wikipedia";-2,117;-2,34;10,029
"vívido";0,065;0,021;-0,179
"vislumbrar";0,065;-0,613;0,323
"virtude";4,564;-0,613;-1,999
"violação";-2,647;8,567;-1,999
"versão";-2,647;0,021;2,431
"venda";-2,647;8,567;-1,999
"usp";-2,647;-2,926;12,54
"usabilidade";-0,471;-2,926;6,503
"ufma";-2,117;-0,243;4,24
"tweets";-2,117;0,296;0,905
"tríade";-0,163;-2,34;4,24
"tribunal";-2,647;3,998;-0,179
"transporte";-0,471;1,149;-0,179
"transparência";-2,647;8,567;-1,999
"transferir";0,065;-0,613;0,323
"transcrição";-2,647;1,149;0,323
"transação";-0,471;3,998;-1,999
"tocantins";1,429;-0,613;-0,179
"to";-2,647;-0,613;6,503
"tido";4,564;-0,613;-1,999
"testar";-2,117;2,499;-0,024
"terapêutico";4,564;-0,613;-1,999
"taxa";-2,647;1,149;0,323
"sucedido";1,429;0,021;-1,999
"substituição";-2,647;3,998;-0,179
"sublinhar";9,47;-2,926;-1,999
"sp";0,065;-0,613;0,323
"soviético";-2,117;6,852;-1,599
"somar";-0,471;3,998;-1,999
"solucionar";1,429;-0,613;-0,179
"sofrimento";-2,647;8,567;-1,999
"soberania";-0,471;3,998;-1,999
"sintoma";-2,117;-0,243;4,24
"simulação";-2,647;-0,613;6,503
"senso";-2,647;0,021;2,431
"semestre";1,429;-2,926;0,323
"retomada";-0,471;3,998;-1,999
"ressignificação";9,47;-2,926;-1,999
"respeitar";-0,471;1,149;-0,179
"remunerar";-0,471;-2,926;6,503
"relativamente";-2,647;8,567;-1,999
"reivindicação";-2,647;8,567;-1,999
"regulação";-2,647;8,567;-1,999
"redor";-2,647;8,567;-1,999
"qualitativamente";-2,647;8,567;-1,999
"psicólogo";7,574;-2,34;-1,599
"psicanálise";-2,647;0,021;2,431
"psf";-0,471;-0,613;2,431
"proximidade";-0,471;-0,613;2,431
"proteger";-0,471;3,998;-1,999
"protagonista";-2,647;3,998;-0,179
"profundamente";-2,647;8,567;-1,999
"prof";1,429;-0,613;-0,179
"processual";-0,471;0,021;0,323
"processar";-2,647;0,021;2,431
"privilegiado";4,564;-0,613;-1,999
"prisma";-0,471;3,998;-1,999
"preto";-0,471;0,021;0,323
"preocupar";0,065;0,021;-0,179
"predominante";-0,471;1,149;-0,179
"preconizar";-2,647;3,998;-0,179
"praticante";-0,471;-0,613;2,431
"potência";0,065;-0,613;0,323
"postura";-0,471;3,998;-1,999
"posterior";-0,471;1,149;-0,179
"posicionar";-2,647;3,998;-0,179
"posicionamento";-2,117;0,296;0,905
"polêmico";-0,471;1,149;-0,179
"poesia";-2,647;0,021;2,431
"plural";-0,471;1,149;-0,179
"pleno";-0,471;3,998;-1,999
"planta";-0,471;-2,926;6,503
"pioneiro";-2,647;0,021;2,431
"piauí";-2,647;-2,926;12,54
"personalização";9,47;-2,926;-1,999
"personalizado";9,47;-2,926;-1,999
"perda";-0,471;3,998;-1,999
"parcial";-2,647;-0,613;6,503
"paraná";-0,471;-0,613;2,431
"pagamento";-2,117;0,296;0,905
"organizacional";-0,471;3,998;-1,999
"oralidade";-2,117;-2,34;10,029
"opção";-0,471;1,149;-0,179
"open";-2,647;-2,926;12,54
"ocidente";-2,647;3,998;-0,179
"obrigatório";0,421;-0,243;-0,024
"obrigar";-0,471;3,998;-1,999
"numeroso";-0,471;1,149;-0,179
"multiletramentos";4,564;-0,613;-1,999
"multidimensional";-2,647;-0,613;6,503
"motor";-0,471;-0,613;2,431
"motivador";0,065;0,021;-0,179
"monografia";-2,647;-2,926;12,54
"modernização";-2,647;8,567;-1,999
"mobilização";0,065;1,149;-1,999
"migração";0,065;0,021;-0,179
"michel";-2,647;8,567;-1,999
"meta";-0,471;0,021;0,323
"mero";0,065;1,149;-1,999
"memes";-0,471;1,149;-0,179
"membro";-2,647;-0,613;6,503
"marxista";-2,647;1,149;0,323
"marginalizar";-2,647;8,567;-1,999
"maranhão";-0,471;3,998;-1,999
"mar";-0,163;0,296;-0,024
"manual";-0,471;-0,613;2,431
"ma";-2,117;2,499;-0,024
"lispector";-2,647;3,998;-0,179
"laboral";0,065;1,149;-1,999
"juventude";-2,647;8,567;-1,999
"justo";0,065;1,149;-1,999
"jurisprudencial";-2,647;1,149;0,323
"julgamento";0,065;-2,926;2,431
"jornalista";-2,647;8,567;-1,999
"itinerário";-0,471;-0,613;2,431
"interpretar";-2,647;8,567;-1,999
"internacionalização";-2,647;-2,926;12,54
"interessado";-0,471;-2,926;6,503
"integrante";-2,647;-2,926;12,54
"institucionalizar";-0,163;-0,243;0,905
"instalação";-0,471;3,998;-1,999
"inquietação";0,065;-0,613;0,323
"inocência";-2,117;6,852;-1,599
"ininterrupto";-0,471;3,998;-1,999
"information";-2,647;-2,926;12,54
"industrial";-2,647;3,998;-0,179
"indispensável";1,429;0,021;-1,999
"incentivo";0,065;1,149;-1,999
"imprimir";-2,647;3,998;-0,179
"iep";9,47;-2,926;-1,999
"humanista";-2,647;-0,613;6,503
"homo";-2,117;6,852;-1,599
"historicidade";-2,647;3,998;-0,179
"hipertensão";9,47;-2,926;-1,999
"hermenêutica";-2,647;1,149;0,323
"hegel";-2,647;8,567;-1,999
"hanói";-2,647;3,998;-0,179
"guimarães";1,429;-2,926;0,323
"gravação";-2,647;-2,926;12,54
"gratuito";0,065;-2,926;2,431
"funes";-1,587;1,144;0,034
"fundado";-2,647;8,567;-1,999
"foucault";-2,647;8,567;-1,999
"formado";-2,647;0,021;2,431
"forense";-2,647;-2,926;12,54
"flexibilidade";1,366;-0,016;-1,199
"fito";-2,647;-2,926;12,54
"festa";-2,647;0,021;2,431
"feminista";-2,647;8,567;-1,999
"feminismo";-2,647;8,567;-1,999
"federativo";-2,647;8,567;-1,999
"falso";-2,647;3,998;-0,179
"falha";-0,471;3,998;-1,999
"fairness";-1,587;-1,754;7,52
"facilitador";4,564;-0,613;-1,999
"fabricação";0,065;-0,613;0,323
"extrair";-2,647;-0,613;6,503
"extenso";-2,647;-2,926;12,54
"explícito";-0,471;3,998;-1,999
"exemplificar";-2,647;-2,926;12,54
"exclusivo";0,065;0,021;-0,179
"estudioso";-2,647;3,998;-0,179
"estimativa";-2,647;1,149;0,323
"estender";-2,647;0,021;2,431
"esquerdo";-2,117;6,852;-1,599
"esportivo";-2,117;0,296;0,905
"especialização";-2,647;-2,926;12,54
"ernesto";0,065;-0,613;0,323
"equilibrar";1,429;0,021;-1,999
"entrega";0,065;1,149;-1,999
"enorme";-0,471;1,149;-0,179
"endodontia";-2,647;-2,926;12,54
"elevado";0,065;0,021;-0,179
"eleger";-1,587;-1,754;7,52
"el";-0,471;-0,613;2,431
"efetivação";-0,471;1,149;-0,179
"efetivamente";4,564;-0,613;-1,999
"edictor";-1,587;-1,754;7,52
"ecossistema";0,065;1,149;-1,999
"distante";-2,647;-2,926;12,54
"disponibilidade";-2,647;0,021;2,431
"dilema";-2,647;8,567;-1,999
"detentor";1,429;0,021;-1,999
"detalhe";0,065;0,021;-0,179
"destino";-0,163;-0,243;0,905
"desenvolvedor";-2,647;3,998;-0,179
"derivar";-2,647;3,998;-0,179
"derivado";-2,647;8,567;-1,999
"depoimento";-2,647;3,998;-0,179
"dependência";-2,117;0,296;0,905
"densidade";-2,647;0,021;2,431
"democratizar";4,564;-2,926;-0,179
"declarar";0,065;0,021;-0,179
"dança";0,065;-0,613;0,323
"céu";-1,587;1,144;0,034
"cyberbullying";2,891;-0,243;-1,599
"cumprimento";-0,471;3,998;-1,999
"crm";-2,647;-2,926;12,54
"corresponder";-2,647;1,149;0,323
"correspondente";9,47;-2,926;-1,999
