"";"X.HDLENS2014";"X.HDLENS2015";"X.HDLENS2016";"X.HDLENS2017";"X.HDLENS2018";"X.HDLENS2019";"X.HDLENS2020";"X.HDLENS2021";"X.HDLENS2022";"X.HDLENS2023";"X.HDLENS2024"
"existente";0;1,16;0;0,31;0,19;0,32;0;0,31;0,14;0,09;0,41
"criação";0;1,16;1,11;0,61;0,77;1,18;0,56;0,92;0,27;0,17;0,51
"difusão";0;1,16;0,28;0;0;0;0,34;0,31;0;0,11;0,2
"acesso";0;1,16;2,78;1,23;2,89;2,48;2,24;1,13;0,88;0,63;0,91
"intervenção";0;1,16;0,56;0;0,19;0;0;0,1;0,2;0,13;0,2
"selecionar";0;1,16;0,28;0,31;0;0,32;0,45;0,21;0,27;0,29;0,41
"acercar";0;1,16;0;0,61;0,39;0,22;0,11;0,31;0,34;0,11;0
"marco";0;1,16;0;0,31;0;0,22;0,34;0,21;0,27;0,02;0,15
"analítico";0;1,16;0;0,31;0,39;0,11;0;0;0,14;0,13;0,3
"constatar";0;1,16;0,28;0,61;0,39;0;0;0;0,27;0,46;0,15
"usuário";0;1,16;0;0,61;2,31;1,08;0,22;0,62;0,47;0,09;0,66
"identidade";0;1,16;0;0;0,96;0,11;0,22;0,31;0,07;0,15;0,3
"suporte";0;2,32;0,28;0,31;0,77;0;0,56;0;0,07;0,11;0,36
"vantagem";0;1,16;0;0,31;0;0,22;0,11;0,1;0;0,07;0,1
"analógico";0;1,16;0;0;0;0,22;0;0,1;0,14;0,07;0
"romance";0;0;0,56;0;0;0;0;0;0,14;0,06;0,15
"santo";0;0;1,11;0;0;0,22;0,34;0,21;0,07;0,83;0,41
"evitar";0;0;0,28;0;0;0,11;0,22;0,1;0,07;0,07;0
"fronteira";0;0;0,28;0;0,39;0,54;0;0,1;0;0,04;0,05
"relato";0;0;0,56;0,31;0;0;0,34;1,13;0,27;0,46;0,1
"n";0;0;0,56;0,92;0;0,11;0,11;0,1;0,2;0,02;0,3
"princípio";0;0;1,11;0,31;0,39;0,32;0;0,21;0,47;0,17;0,36
"i";0;0;0,83;0;0,19;0,11;0;0;0,07;0,13;0,25
"ii";0;0;0,56;0;0,19;0,32;0,11;0;0,07;0,17;0,15
"elucidar";0;0;0,28;0;0;0,11;0;0,31;0,14;0,09;0,1
"argumento";0;0;0,83;1,53;0;0,22;0,11;0,1;0,14;0,11;0,05
"superar";0;0;0,28;0,31;0,39;0;0,11;0;0,2;0,31;0,3
"seção";0;0;0,28;0;0;0;0,11;0;0,54;0,02;0
"força";0;0;0,28;0;0;0,11;0,34;0,1;0,14;0,11;0,15
"revelar";0;0;0,56;0,92;0;0,22;0,34;0;0,2;0,26;0,41
"imagem";0;0;1,39;0,61;1,74;0,11;0,67;0,51;0,47;0,31;0,51
"representação";0;0;1,11;0,31;1,74;0,65;0,9;0,1;0,07;1,95;0,76
"filosofia";0;0;1,67;0,31;0,19;0,11;0;0,82;0,2;0,04;0,15
"dever";0;0;0,56;0;0,96;1,4;0,56;0,51;0,41;0,99;0,41
"muito";0;0;0,56;0,31;1,54;1,08;1,01;0,21;0,68;0,85;0,36
"devido";0;0;0,56;0;0,19;0,22;0,34;0,31;0,34;0,29;0,51
"constante";0;0;0,28;0;0,19;0,65;0,22;0,21;0,07;0,5;0,46
"escrito";0;0;0,56;0,92;0,19;0,22;0,22;0;0,2;0,02;0,1
"historiografia";0;0;0,28;0,61;0,19;0;0;0,1;0,14;0,07;0,05
"período";0;0;0,56;0,31;0,58;0,32;0,11;0,31;1,08;0,68;0,46
"racismo";0;0;0,28;0;0;0,22;0;0;0;0,09;0,3
"mil";0;0;0,28;0;0;0;0,11;0;0,14;0,15;0,05
"disciplina";0;0;0,83;1,23;0,19;0,32;0,79;0,41;0,41;1,51;0,51
"responsável";0;0;0,56;1,23;0;0,11;0;0,72;0,27;0,07;0,2
"gestão";0;0;1,67;0;0,19;0,65;0,9;0,41;0,47;0,13;1,01
"racial";0;0;0,28;0;0;0;0;0,1;0;0,09;0,41
"conhecido";0;0;0,56;0,31;0,19;0,11;0;0,1;0,14;0,11;0,41
"instituto";0;0;0,56;0;0,39;0,22;0,34;0,51;0,61;0,02;0
"articular";0;0;0,83;0,31;0,39;0;0,11;0,1;0,07;0,04;0,1
"infra-estrutura";0;0;1,94;0;0;0;0,11;0;0;0,17;0,36
"básico";0;0;0,83;0,92;0,58;0;0,11;0,21;0,41;0,41;0,56
"físico";0;0;0,56;0,61;0,19;0,97;0;0,41;0,68;0,59;0,51
"lógica";0;0;1,11;0;0,39;0;0,22;0,1;0,27;0,07;0,25
"disponível";0;0;0,83;0;0,19;0;0,22;0,41;0,27;0,37;0,15
"autoria";0;0;1,39;0;0;0,22;0;0,31;0,07;0,75;0,05
"fundamental";0;0;1,39;0,31;0,19;0,43;0,56;0,82;0,88;0,94;1,42
"entanto";0;0;0,56;0;0,19;0,22;0,11;0,21;0,54;0,29;0,46
"viabilizar";0;0;0,56;0;0;0;0;0,1;0,14;0,18;0
"cibercultura";0;0;0,56;0,31;0;0;0;0,1;0,07;0,04;0,15
"troca";0;0;0,56;0;0;0,65;0;0,1;0,07;0,07;0,05
"vivência";0;0;0,56;0;0;0,22;0,11;0,21;0,2;0,39;0,05
"universitário";0;0;0,83;0,61;0;0;0,34;0,1;0,41;0,06;0,15
"concluir";0;0;1,11;0,31;0,77;0,86;0,45;1,33;0,81;0,37;1,07
"coletivo";0;0;1,11;0,31;0,96;1,29;0,45;0,41;0,14;0,17;0,15
"colaborativo";0;0;0,56;0,31;0,19;0,43;0,22;0,1;0,27;0,11;0,51
"sociologia";0;0;0,28;0,31;0;0;0;0;0,54;0,04;0
"explicar";0;0;0,28;0;0,39;0,22;0;0;0;0,15;0,1
"advento";0;0;0,28;0;0,19;0,22;0,22;0,21;0,07;0,02;0,1
"modernidade";0;0;0,28;0;0;0;0;0,21;0,2;0,02;0,25
"mecanismo";0;0;0,83;0;0,19;0;0;0,1;0,14;0,2;0,15
"escolha";0;0;1,11;0;0,19;0,54;0;0,21;0,14;0,09;0,05
"ajudar";0;0;0,28;0;0;0;0;0,1;0,07;0,11;0,2
"agir";0;0;0,56;0;0,58;0,11;0,22;0;0,07;0,02;0,15
"informar";0;0;0,28;0;0;0,11;0;0,21;0;0,04;0,2
"situação";0;0;0,28;0;0,19;0,11;0,67;0,21;0,41;0,31;0,05
"conhecer";0;0;0,28;0;0;0,43;0,11;0,21;0,2;0,31;0,25
"passado";0;0;0,28;0;0;0,22;0,22;0;0,2;0,33;0,15
"reduzir";0;0;0,28;0;0;0;0,22;0;0,14;0,09;0,05
"relacionar";0;0;1,11;0,92;0,77;0,43;0,11;0,41;0,68;0,17;0,41
"inserção";0;0;0,83;0;0,39;0;0,67;0,21;0;0,22;0,25
"si";0;0;0,28;0;0,39;0,75;0;0,31;0,2;0,09;0,1
"direto";0;0;0,28;0;0,19;0,11;0;0;0,07;0,11;0,1
"viver";0;0;0,28;0,31;0,77;0,65;0,45;0,51;0,54;0,2;0,15
"inovação";0;0;0,28;0;0,77;0,54;0,34;1,23;0,41;0,11;1,32
"cidade";0;0;1,67;0;0,19;0,32;0,45;0,82;0,61;0,35;0,1
"nacional";0;0;0,56;0,61;0,77;0,32;1,68;0,72;0,81;1,01;0,46
"administração";0;0;0,28;0;0;0;0,22;0;0,07;0,06;0,15
"condição";0;0;1,39;0;1,16;0,22;1,12;0,21;0,2;0,61;0,3
"elaboração";0;0;1,67;0,31;0,19;0;0,11;0,1;0,34;0,15;0,15
"programa";0;0;0,83;0,61;0,39;0,43;0,56;0,82;0,81;0,35;0,36
"planejamento";0;0;0,83;0,31;0;0;0,11;0,21;0,07;0,29;0,25
"sobretudo";0;0;0,56;0;0;0,22;0,11;0,41;0,07;0,15;0,36
"contribuir";0;0;0,28;0,31;1,93;0,54;0,67;1,23;0,81;1,23;0,91
"saber";0;0;0,83;0,31;1,16;1,4;0,45;0,41;0,14;0,85;0,2
"pai";0;0;0,28;0,31;0,39;0;0;0,41;0,07;0,5;0
"enfrentar";0;0;0,83;0;0,19;0,22;0,22;0,31;0;0,7;1,12
"dificuldade";0;0;0,28;0;0,19;0,22;0;0,31;0,27;1,4;0,2
"ordem";0;0;0,28;0;0,19;0,11;0,11;0,1;0;0,06;0,2
"autoridade";0;0;0,28;0;0,19;0;0,11;0,1;0,07;0,11;0,1
"gestor";0;0;0,28;0,31;0;0;0;0,31;0,27;0,33;0
"solução";0;0;0,28;0,31;0,58;0,54;0,34;0,21;0,41;0,07;0,2
"serviço";0;0;0,28;0;0;0,22;0,34;0,31;0,14;0,22;0,41
"funcional";0;0;0,28;0;0;0,43;0,34;0;0;0,04;0
"cidadão";0;0;0,56;0,31;0;0;0;0,21;0,14;0,37;0,15
"metodologicamente";0;0;0,28;0;0;0,11;0,22;0,21;0,07;0,06;0,15
"conduzir";0;0;0,28;0;0,19;0,11;0;0,21;0,07;0,31;0,15
"produto";0;0;0,28;0,31;0,19;0,54;0,34;0;0,75;0,15;0,2
"relevante";0;0;0,56;0,31;0;0,11;0,22;0,41;0,14;0,72;0,81
"governo";0;0;0,28;0;0,19;0;0;0,31;0,07;0,06;0,15
"federal";0;0;0,28;0,61;1,16;0,22;0,45;0,72;0,81;0,59;0,46
"tentativa";0;0;0,28;0;0,58;0;0,22;0,51;0,07;0,07;0,15
"componente";0;0;0,28;0,61;0;0;0;0;0,14;0,22;0,05
"solo";0;0;0,56;0;0;0;0;0,21;0,07;0,02;0,2
"relativo";0;0;0,56;0,61;0,19;0,22;0,34;0,21;0,14;0,02;0,1
"urbano";0;0;1,11;0;0;0;0,11;0;0,27;0,18;0
"realizado";0;0;0,83;0;0,19;0;0,11;0;0,07;0,46;0
"ativo";0;0;0,83;0,31;0;0;0,34;0,92;0,41;0,55;0,76
"longo";0;0;0,83;0;0;0,22;0,56;1,03;0,14;0,87;0,56
"área";0;0;1,11;2,15;2,89;2,91;1,12;0,41;1,76;0,74;1,01
"gênero";0;0;0,28;0;0,19;0,11;0,34;0,72;0,81;0,22;0,46
"apenas";0;0;0,28;0;1,35;0,43;0,34;0,82;0,41;0,7;0,76
"obtido";0;0;0,83;0;0,19;0,32;0;0,1;0,41;0,13;0,25
"2";0;0;0,28;0;0,39;0,75;0,67;0,72;0,34;0,2;0,2
"sugerir";0;0;0,56;0;0;0,32;0;0,31;0,14;0,07;0,3
"primário";0;0;0,28;0;0,19;0;0,22;0;0,2;0;0,15
"2003";0;0;0,56;0;0,19;0;0,22;0;0,2;0,33;0,05
"surgimento";0;0;0,56;0,61;0,19;0,65;0,22;0,21;0;0;0,05
"intelectual";0;0;0,28;0,31;0;0,43;0;0,1;0,14;0,37;0,1
"interface";0;0;0,83;0;0,19;0,32;0,11;0;0,27;0,04;0,05
"memória";0;0;1,11;0,31;1,16;0,54;1,23;0,51;0,95;0,52;0,05
"máquina";0;0;0,28;0;0;0;0,11;0,1;0,14;0,11;0,15
"sujeito";0;0;0,56;0;0,39;0,22;0;0,41;0,2;0,59;0
"conectar";0;0;0,56;0;0,19;0,54;0,11;0,31;0,14;0,31;0,15
"conceitual";0;0;0,28;0,61;0,77;0,75;0,34;0,31;0,34;0,15;0,05
"comunidade";0;0;0,28;0;0,19;1,18;0,67;0,72;0,54;0,5;1,22
"crítico";0;0;0,56;0,92;0,58;0,11;0,34;0,31;0,41;0,33;0,3
"caminho";0;0;0,56;0,31;0,39;0,54;0,22;0,31;0,41;0,18;0,2
"econômico";0;0;0,28;0,31;0;0,43;0,11;0,1;0,27;0,37;0,86
"localizar";0;0;0,83;0,31;0;0;0,34;0,21;0,34;0,15;0,05
"alternativo";0;0;0,28;0,31;0;0,43;0;0,21;0,2;0,06;0,15
"provocar";0;0;0,28;0;0;0,11;0,22;0;0,41;0,07;0,05
"socialização";0;0;0,28;0;0;0;0,11;0;0;0,18;0,1
"ana";0;0;0,56;0;0;0;0;0,31;0,07;0,33;0
"paula";0;0;0,56;0;0;0;0;0;0;0,29;0
"especificidade";0;0;0,28;0;0,19;0,11;0,22;0;0,07;0,33;0,1
"escrita";0;0;0,56;2,45;0;0,11;0,22;0,1;0,54;0,55;0,15
"tão";0;0;0,28;0;0;0;0;0,1;0,14;0,15;0,25
"escolher";0;0;0,28;0;0;0;0,11;0;0,2;0,07;0,1
"exercício";0;0;0,56;0,31;0,77;0,22;0,11;0;0,34;0,04;0,15
"interpretativo";0;0;0,56;0,31;0;0,32;0,22;0,1;0;0,02;0
"configuração";0;0;0,28;0;0;0;0,22;0;0,07;0,06;0,25
"poético";0;0;0,28;0,61;0,39;0,11;0;0,1;0;0,11;0
"vista";0;0;0,56;0,92;0,77;0,22;0,22;0,82;0,47;1,01;0,3
"constituir";0;0;0,56;0,31;0,58;0,65;0,45;0,51;0,2;0,11;0,05
"acompanhar";0;0;0,56;0;0;0,43;0,22;0;0,27;0,13;0,1
"articulação";0;0;0,28;0,31;0,19;0;0,11;0;0;0,18;0,05
"religioso";0;0;1,67;0;0;0;0,11;0,1;0,34;0,13;0,3
"difícil";0;0;0,28;0;0;0;0;0,31;0;0,17;0,05
"aqui";0;0;1,11;0,92;0,39;0,32;0,34;0;0,27;0,2;0,15
"aprofundar";0;0;0,28;0;0,77;0,11;0;0;0;0,06;0,1
"percurso";0;0;0,28;0,31;0,19;0,22;0,11;0,1;0,2;0,26;0,15
"interpretação";0;0;1,11;0,61;0,19;0;0,22;0,51;0;0,28;0,1
"elaborar";0;0;0,56;0,31;0;0;0,45;0,31;0,41;0,35;0,15
"valorização";0;0;0,28;0;0;0;0,22;0;0,14;0,22;0,1
"ética";0;0;0,28;0,31;0;0,22;0;0,21;0,34;0,09;0,1
"estética";0;0;0,83;0,61;0;0;0,11;0;0,07;0,06;0,15
"música";0;0;0,83;0,31;0;0;0;0,31;0,14;0,66;0,05
"sequência";0;0;0,83;0;0;0;0,11;0,31;0,14;0,04;0,1
"complementar";0;0;0,28;0;0;0,11;0,11;0;0,07;0,02;0,36
"abranger";0;0;0,28;0;0,39;0,11;0,34;0,21;0,27;0,09;0,3
"evidenciar";0;0;0,83;0,92;0,77;0,43;0,22;0,82;0,54;0,48;0,96
"valorizar";0;0;0,28;0;0,19;0,11;0,56;0;0;0,04;0,15
"atribuir";0;0;0,28;0,31;0,19;0;0,11;0;0,07;0,04;0,15
"atingir";0;0;0,28;0;0;0;0,22;0,21;0,34;0,04;0,05
"ético";0;0;0,28;0,31;0,19;0,43;0,11;0,1;0,14;0,06;0,25
"representar";0;0;0,56;0,31;0,77;0;0,45;0,1;0,47;0,57;0,66
"americano";0;0;0,56;0,31;0;0;0,34;0,21;0;0,06;0,41
"2002";0;0;0,56;0;0;0,11;0;0,31;0,07;0,15;0,1
"2004";0;0;0,28;0;0,19;0;0;0,21;0,14;0,17;0,05
"utilização";0;0;0,28;0,61;0,58;0,43;0,67;0,72;0,61;0,75;0,41
"estágio";0;0;0,28;0;0,19;0,32;0;0;0,2;0,31;0,05
"faculdade";0;0;0,28;0;0;0;0;0;0,14;0,13;0
"inspiração";0;0;0,28;0;0;0;0,11;0;0;0,15;0,1
"voltar";0;0;0,28;0,31;0;0,22;0,11;0;0,27;0,35;0,15
"patrimônio";0;0;1,94;0;0,58;0,22;0,45;0,41;0,14;0,37;0,51
"dialogar";0;0;0,56;0;0,19;0;0,22;0,21;0,07;0,07;0,05
"especial";0;0;0,28;0;0,19;0,11;0,22;0,51;0,14;0,2;0,25
"figura";0;0;0,28;0,92;0;0,11;0;0,21;0,14;0,02;0,3
"pesquisador";0;0;0,28;0;0,77;2,04;1,35;0,72;0,47;0,31;0,25
"laboratório";0;0;0,28;1,23;0,19;0,97;0,22;0,72;0,07;0,06;0,15
"cientista";0;0;0,28;0,31;0;0,11;0,34;0,1;0,07;0,04;0
"moral";0;0;0,56;0,31;0;0;0;0;0,27;0,15;0,1
"descobrir";0;0;0,28;0;0,19;0;0,22;0;0,14;0,33;0
"construir";0;0;0,56;0,31;0,58;0,54;0,9;1,03;0,47;0,75;0,41
"cercar";0;0;0,28;0;0;0,11;0;0,1;0,14;0,15;0,05
"assunto";0;0;0,28;0;0,58;0,32;0,45;0,62;0,14;0,2;0,2
"querer";0;0;0,56;0;0;0,11;0,22;0;0,27;0,02;0,05
"pedagogia";0;0;0,56;0;0;0,11;0,11;0;0,47;0,18;0,1
"ato";0;0;0,28;0;0,19;0,32;0;0;0,07;0;0,2
"pensamento";0;0;0,83;1,53;0,58;0;0,22;0,62;0,34;0,29;0,36
"seguir";0;0;0,28;0,31;0,19;0,11;0,45;0,21;0,47;0,52;0,1
"passo";0;0;0,28;0;0,39;0,22;0,11;0,21;0,07;0,04;0
"usar";0;0;0,28;0,61;0,39;0,65;0,34;0,1;0,2;0,09;0,2
"escola";0;0;0,28;0,61;2,12;1,08;0,67;1,74;0,95;2,19;1,22
"chegar";0;0;0,56;0;0;0;0,22;0,21;0;0,13;0,1
"acessível";0;0;0,28;0;0,19;0,22;0,11;0,1;0,07;0,11;0,41
"aparelho";0;0;0,28;0;0;0,11;0;0,1;0;0,07;0,36
"internet";0;0;0,28;0,92;4,24;1,4;0,56;0,31;1,15;0,48;0,36
"plataforma";0;0;1,11;0,31;0,96;0,32;0,34;1,23;0,95;0,72;1,78
"on";0;0;0,83;0;0,19;0,22;0,22;0;0,2;0,48;0,15
"line";0;0;0,83;0;0,19;0,32;0,22;0;0,2;0,48;0,15
"inúmero";0;0;0,28;0,31;0;0;0,11;0,1;0,14;0,2;0
"interessante";0;0;0,28;0,31;0;0;0,11;0,1;0;0,29;0,15
"gerar";0;0;0,28;0;0,58;0,65;0,45;0,31;0,68;0,46;0,3
"aula";0;0;0,28;0,61;0,39;0,54;0,56;0,51;1,15;2,85;0,91
"operar";0;0;0,28;0;0;0;0;0,1;0,14;0,22;0,05
"repositório";0;0;0,28;0;0,77;0,97;0;0,62;0,14;0,11;0,3
"efeito";0;0;0,28;0;0;0,11;0,22;0,41;0,88;0,28;0,56
"imediato";0;0;0,28;0;0;0;0,22;0,1;0;0,11;0,05
"empresa";0;0;0,56;0;0;0;0,45;0,21;0,2;0,18;0,1
"maneira";0;0;1,11;0,92;0,58;0,54;0,34;0,62;0,54;0,52;0,41
"formação";0;0;1,11;0;0,39;1,18;1,46;0,92;2,1;2,01;2,18
"hipótese";0;0;0,56;0;0;0,32;0,11;0,31;0,07;0,06;0,1
"valer";0;0;0,28;0;0;0;0,34;0,1;0,47;0,06;0,05
"via";0;0;0,28;0,61;0,58;0,32;0,11;0;0;0,07;0,25
"comunitário";0;0;0,28;0;0;0,54;0;0;0,07;0,06;0,1
"virtual";0;0;0,28;0,31;0,19;0,65;0,67;1,03;1,29;0,55;0,86
"qualquer";0;0;0,28;0,31;0,39;0,32;0;0,31;0,2;0,09;0,2
"formato";0;0;0,28;0;0,58;0,65;0,11;0,31;0,2;0,31;0,3
"popular";0;0;0,28;0;0;0;0;0,1;0,14;0,31;0,1
"assumir";0;0;0,28;0;0,39;0,32;0,11;0,41;0,07;0,22;0,1
"entender";0;0;0,83;1,23;0,58;0,11;0;0,31;0,75;0,66;0,46
"mediar";0;0;0,28;0;0;0,11;0,34;0,82;0,27;0,09;0,1
"menos";0;0;0,28;0,31;0,39;0,11;0,11;0,21;0;0,06;0,05
"hd";0;0;0,56;0;0,19;0,32;0,56;0;0,07;0;0,05
"estudante";0;0;0,28;1,53;0,96;0,22;1,01;1,64;0,88;1,47;1,32
"superior";0;0;0,28;0,31;0,39;0;0;0,1;0,61;0,42;0,2
"extremo";0;0;0,28;0;0;0,11;0,11;0;0,07;0,18;0
"corpo";0;0;0,28;0,31;0;0,11;0,22;0,51;0,07;0,09;0,25
"arqueologia";0;0;0,28;0,92;0;0,43;0;0;0,07;0,02;0
"jogo";0;0;0,28;0;0,19;2,15;2,13;2,05;0,47;1,73;2,18
"me";0;0;0,28;0;0,19;0,22;0;0,1;0,14;0,07;0
"dizer";0;0;0,28;0;0,39;0,11;0,22;0;0,34;0,39;0,1
"significar";0;0;0,28;0;1,16;0,22;0,11;0;0;0,02;0,1
"normativo";0;0;0,28;0;0;0;0;0,21;0,07;0,04;0,25
"autoral";0;0;0,28;0;0,19;0,11;0,11;0;0;0,13;0
"justiça";0;0;0,56;0,31;0;0,11;0;0,21;0,14;0,15;0,2
"raciocínio";0;0;0,28;0;0;0;0;0,21;0;0,17;0
"jurídico";0;0;0,28;0;1,54;0,65;0,11;0;0,34;0,35;0,71
"lidar";0;0;0,28;0,61;0,19;0,32;0;0,1;0,2;0,33;0,15
"maria";0;0;0,28;0;0;0;0;0,41;0,27;0,35;0,1
"cujo";0;0;0,56;0,31;0;0,32;0;0,51;0,2;0,04;0,15
"junto";0;0;0,28;0;0,19;0,11;0,34;0;0,14;0,2;0,25
"legal";0;0;0,28;0;0;0,22;0,11;0,1;0,14;0,13;0,25
"relatar";0;0;0,28;0;0;0,11;0,11;0,41;0,2;0,09;0,1
"3";0;0;0,28;0;0,19;0,22;0,34;0,62;0;0,07;0,05
"2007";0;0;0,28;0;0;0,11;0,22;0,1;0,07;0,18;0,2
"2012";0;0;0,28;0;0;0,32;0,79;0,21;0,07;0,07;0,2
"of";0;0;0,56;0,31;0;0,11;0,34;0,82;0;0,11;0,3
"registrar";0;0;0,83;0;0,77;0;0,11;0;0,27;0,07;0,05
"facilitar";0;0;0,28;0,31;0,39;0,32;0,22;0,1;0,14;0,61;0,41
"velocidade";0;0;0,56;0,92;0;0,11;0,22;0;0,14;0;0
"preciso";0;0;0,28;0;0;0,32;0,22;0,31;0,07;0,07;0,05
"rápido";0;0;0,56;0,61;0,19;0,22;0;0,31;0;0,07;0,36
"preservação";0;0;1,11;0,31;0,39;1,94;0;0,51;0,2;0,33;0
"local";0;0;0,28;0;0,19;0;0,34;0,62;0,07;0,2;0,1
"potencialidade";0;0;0,28;0;0;0,22;0,67;0;0,07;0,26;0,25
"risco";0;0;0,28;0;0,19;0,97;0,45;0,1;0,07;0,04;0,2
"real";0;0;0,28;0;0,39;0,43;0,34;0,1;0,14;0,11;0,2
"evolução";0;0;0,56;0;0,39;0,75;0,45;0,21;0,14;0,53;0,91
"defender";0;0;0,28;0;0;0,43;0,22;0,1;0,07;0,13;0,15
"eficácia";0;0;0,28;0;0;0;0;0;0;0,09;0,76
"frente";0;0;0,83;0,31;0;0,11;0,22;0,31;0,34;0,17;0,2
"propósito";0;0;0,28;0;0;0,11;0,11;0;0,2;0,13;0,1
"recente";0;0;0,28;0,31;0,19;0,32;0,34;0,21;0,34;0,07;0,15
"democracia";0;0;0,56;0;0;0,11;0;0;0,2;0,09;0,1
"luz";0;0;0,28;0;0;0,11;0,11;0,31;0,2;0,17;0,41
"estimulante";0;0;0,28;0;0;0;0;0;0;0,18;0,05
"transformar";0;0;0,28;0;0;0,43;0,11;0,41;0,14;0,29;0,46
"algo";0;0;0,28;0,31;0;0,22;0,11;0,1;0,07;0,35;0,25
"lançar";0;0;0,28;0;0;0,11;0;0,1;0,14;0,06;0,15
"letra";0;0;0,28;0;0,19;0,22;0;0;0,34;0,22;0,1
"historiográfico";0;0;0,28;0;0;0;0;0,1;0,07;0,11;0,15
"fator";0;0;0,28;0,31;0,19;0,32;0;0,31;0,14;0,33;0,25
"interferir";0;0;0,28;0;0,19;0,11;0;0,1;0,27;0,04;0,1
"dinâmica";0;0;0,28;0;0;0,65;0;0;0,14;0,22;0,25
"metodológico";0;0;0,28;0,61;1,16;1,51;1,12;0,72;0,54;0,41;0,3
"discursivo";0;0;0,28;0;0,19;0;0,11;0,1;0,14;0,18;0,3
"problemático";0;0;0,28;0;0;0,11;0;0,1;0,14;0,29;0,05
"traçar";0;0;0,28;0,31;0,19;0,11;0,45;0,1;0,14;0,02;0,05
"morte";0;0;0,28;0;0;0;0,22;0;0;0,11;0,1
"personagem";0;0;0,28;0,31;0;0;0,11;0,1;0,07;0,41;0,15
"isto";0;0;0,28;0,31;0;0;0;0,21;0,2;0,15;0,1
"vincular";0;0;0,28;0,61;0,39;0,22;0,11;0,1;0,27;0,06;0
"diagnóstico";0;0;0,28;0;0;0;0;0,21;0,41;0,04;0,1
"ponto";0;0;0,28;0,31;0,77;0,43;0,22;0,1;0,41;0,22;0,25
"partida";0;0;0,28;0;0;0;0;0,31;0,2;0,06;0,05
"autonomia";0;0;0,28;0,31;0;0,11;0,11;0;0,14;0,07;0,15
"leitor";0;0;0,28;0;0,19;0;0,34;0,62;0,27;0,24;0
"publicar";0;0;0,56;0,61;0,58;0,32;0,67;0,72;0,34;0,28;0,46
"2017";0;0;0,28;0;0,19;0,11;1,46;0;0,2;0,15;0,25
"encontro";0;0;0,28;0;0;0,22;0,11;0,31;0,14;0,09;0
"biblioteconomia";0;0;0,56;0,92;0,58;0,22;0,79;0;0;0;0
"edição";0;0;0,56;0;0;0,54;1,01;0;0,47;0,06;0,1
"fotografia";0;0;0,28;0;2,7;0;0,11;0;0;0,07;0
"pilar";0;0;0,28;0;0,19;0,11;0;0;0;0,22;0,15
"web";0;0;0,56;1,23;1,74;1,51;0,22;0,51;0,27;0,09;0,1
"temático";0;0;0,56;0;0;0,54;0,67;0,41;0,2;0,15;0,05
"biblioteca";0;0;0,56;4,9;0,58;0;0,45;0,62;0,61;0,15;0,05
"rio";0;0;0,28;0,31;0;0;0,56;0,21;0,27;0,22;0,05
"carvalho";0;0;0,83;0;0;0;0,11;0,1;0,2;0,15;0
"rodrigues";0;0;0,56;0;0;0,11;0;0,1;0,14;0,59;0
"conceição";0;0;0,28;0;0;0;0;0;0,07;0,15;0
"apoio";0;0;0,28;0;0,19;0;0,56;0,62;0,07;0,13;0,2
"gomes";0;0;0,28;0;0;0;0;0;0,07;0,15;0,05
"europeana";0;0;0,28;2,45;0,58;0;0;0;0;0;0
"data";0;0;0,28;1,23;0,58;0,11;0,56;0;0,07;0,09;0,15
"aplicado";0;0;0,28;0,31;0,19;0,32;0,34;0,1;0,07;0,09;0,3
"josé";0;0;0,28;0,31;0;0;0,11;0,1;0,14;0,17;0,1
"referente";0;0;0,28;0;0,19;0,43;0,11;0;0,27;0,24;0,15
"the";0;0;0,28;0,61;0;0;0,22;0,82;0;0,06;0,15
"2016";0;0;0,28;0,31;0,39;0,65;0,22;0,41;0,14;0,09;0,25
"nação";0;0;0,28;0;0;0;0,11;0,31;0,07;0,06;0,05
"unesco";0;0;0,28;0;0;0,11;0;0,1;0;0,31;0,15
"manutenção";0;0;0,56;0;0;0,11;0,11;0,21;0,07;0,06;0,15
"edificação";0;0;1,94;0;0;0;0;0;0,07;0,04;0
"igreja";0;0;2,22;0;0;0;0;0;0;0,07;0
"dano";0;0;2,5;0;0;0,22;0,11;0,1;0,14;0,18;0,05
"dividir";0;0;0,28;0;0,19;0;0;0,1;0,14;0,07;0,1
"etapa";0;0;2,78;0;0,19;0,11;0,45;0,1;0,27;0,09;0,2
"crucial";0;0;0,28;0,61;0;0;0,22;0;0;0,11;0,3
"entendimento";0;0;0,28;0,31;0,39;0,22;0;0,1;0,14;0,06;0,15
"quase";0;0;0,28;0;0;0;0,22;0;0,27;0,06;0,05
"mão";0;0;0,28;0;0;0;0,22;0,1;0,14;0,15;0,05
"livre";0;0;0,28;0,31;0;0,32;0,22;0,1;0,2;0;0
"terceiro";0;0;0,28;0;0;0;0,34;0,1;0,2;0,04;0,05
"adoção";0;0;0,28;0,31;0;0;0,22;0;0,07;0,2;0,46
"adotado";0;0;0,28;0;0;0;0;0;0,07;0,2;0,15
"recuperação";0;0;0,28;0;1,35;0;0,45;0;0,34;0,04;0,1
"estrutural";0;0;0,28;0;0;0,22;0,11;0,1;0,27;0,06;0,2
"manifestação";0;0;0,56;0,61;0,19;0,75;0;0,21;0,07;0,02;0,1
"objetivar";0;0;0,28;0;0,39;0,11;0,11;0,1;0,14;0,06;0,15
